SMILES,Prediction,Affinity,Distance
BrC=CNC1=CCB=c2c(cnn2Cc2ccccn2)=CC1,0.871535161,-9.2,0.957624108
Nc1ncnc(N2C=c3cnn(Cc4cccc(F)c4)c3=CC2)c1C=NN1CCOCC1,0.871535166,-9.2,0.957624113
C=C(F)C1=CC(NC=CC(=NNC(C)N=N)NC2=Cc3ccccc3CC2)=C1,0.821627481,-8.6,0.957704651
COc1cc2ncnc(NC3=CCC=NC4C=CC=C4C(CS)=C3)c2cc1OC,0.848357296,-8.9,0.957726979
COCCc1ncnc(PN(C)c2cccc(Cl)c2)c1C,0.89785044,-9.6,0.95772988
C#Cc1cccc(NC2=NC=NC3=CB-C(CCOC)=C(OCCOC)C32)c1,0.856564455,-9,0.957797544
C=CC(=O)Nc1ccc2c(c1)CNc1c(NC(=C)C=CI)ncnc1O2,0.87172579,-9.2,0.957797603
C#CCCOc1cc2ncnc(N3CC=C(F)C(Cl)C3)c2cc1NC(=O)C=C,0.871725803,-9.2,0.957797615
C1=NC(NCc2ccccc2)=CN2CC3C=C(C3)OC12,0.85656457,-9,0.957797647
COCCCOC1=CC=NNCNc2ccc(F)c(C)c2CC=C1NCC=O,0.871725855,-9.2,0.957797662
CC=CC=CN1CN=CN=COC(=CC(Br)=CC)CNC1,0.871725882,-9.2,0.957797687
COc1cc(C=O)ccc1-c1ccc(SNC2=CC=S=C=C2)ncncs1,0.871725888,-9.2,0.957797692
C=CCC1=C=C=CCNCC(Nc2cccc(Cl)c2)C=N1,0.871725906,-9.2,0.957797709
C=CCc1cccc2c1NC=C(NC(=C)CBr)C(=NNO)O2,0.871725931,-9.2,0.957797731
OC1=CC=NC=NCN(Cc2ccc(Cl)cc2)CC=C1O,0.871725949,-9.2,0.957797748
CC(=CC=CN)C1=C2CC=C=C-N=CCC=CN=C2N1,0.848480885,-8.9,0.957836456
CN(CC=CC(=O)C1C(CCOCN)=C2C=C(Cl)C(F)=C1C2)C1CC1,0.831093376,-8.7,0.957848406
C=CC(=O)NC1=Cc2c(ncnc2Nc2ccc(F)c(C#N)c2)C=C(COC)OC1,0.840034461,-8.8,0.957888334
CC1=CN=PB-C=NC(=CNCc2cccnc2)C=C1NNC1CCCC1,0.840081286,-8.8,0.957929398
Fc1cc(Cl)ccc1NC=c1cc2c3c(c1=NC=N2)OCC=CC=NCCNCO3,0.848606483,-8.9,0.957947716
CC1=COC(C)C=NC=NC(Nc2ccc(F)c(Cl)c2)=C2COC1=CO2,0.84012729,-8.8,0.957969743
COC1C=C(N=CN)N(C#CC2=CBC=C(C)C2)C2=C1OCCO2,0.840127292,-8.8,0.957969744
CCC(O)C1=C(c2cc3c(NC(C)c4ccccc4)ncnc3s2)C(OC)=CC1,0.871998305,-9.2,0.958045635
C=CC(=O)Nc1cccc(-n2c(C3=NCC(C4=C=NNC4)=CN=C3N)nc3ccccc32)c1,0.87199833,-9.2,0.958045658
Cn1cc(-c2cnc(C3=CC=CC3Cn3nc(-c4cnn(C)c4)ccc3=O)nc2)cn1,0.879081113,-9.3,0.958075321
NCC(Cc1cccc(N)c1)NC(=O)S1=CC(Br)=C(C2=CC=NC=C=C2)S1,0.879081126,-9.3,0.958075332
COC1=CC=C2C(=NC=NN2c2nccc3ccccc23)C1,0.840283163,-8.8,0.958106444
C=C1C(OC)=Cc2ncnc(NC3CC3c3ccccc3)c2C1OCCC=O,0.831400998,-8.7,0.958115332
C=CC(=O)NC1=CN(C2=C3CC2C=C3OC2CCOC2)CC=C1CF,0.856978418,-9,0.958167771
C=CC(=O)Nc1cc2c(Nc3ccc(Cl)c(C(F)(F)F)c3)ncnc2cc1OCC=O,0.885898419,-9.4,0.958174802
O=C1NC(O)C2=C(c3ccccc3)C3NC=C4C1c1ccccc1N4C1(C2)C2BCC(OO)C321,0.864751382,-9.1,0.958183141
COC1C=CC=Cc2ccn(c2C(=O)c2ccc(N3CCN(C)CC3C)cc2)ON1,0.872155057,-9.2,0.958188311
CC(Cl)=CCNC1=NCCOC=C(OCC2CCCO2)C=C(N)C1,0.840391582,-8.8,0.958201532
O=C(O)CC(=O)Nc1ccc2ncnc(N=P-3C=C(Br)C=CC3)c2c1,0.864795594,-9.1,0.958223043
C=C(Br)C=CC=NC1=CN2CCC=C(OC)C=COC2=NC1,0.864795625,-9.1,0.958223071
O=C(NC1=C=C=CC=C1)c1cc2cc(O)ccc2cn1,0.864795662,-9.1,0.958223104
CC(C)NCC=CC(=O)Nc1cc2c(-c3ccc(F)c(Cl)c3)ncnc2cc1C1CCOC1,0.872286122,-9.2,0.958307609
OCC1P-CCN1CC1C=CCN=Nc2ncnc(-c3ccc(F)c(Cl)c3)c2SCC1,0.8722862,-9.2,0.95830768
CCNCNc1cc(C=O)c(OC)c(-c2cncnc2)c1,0.898477776,-9.6,0.958318019
C=CC1=CC1(O)C1C=CC(SC(=C=NC)CC=C(F)C=COC)=NN1,0.849073409,-8.9,0.958361371
COC1=Cc2ncnc(NC3C(O)C3c3ccccc3)c2C1O,0.849102718,-8.9,0.958387338
Clc1ccc2c(c1)SC1=CNc3ccccc3CN=C2C1,0.857272277,-9,0.958430606
COc1cc2ncc(C#N)c(N3CC3=CC=C(F)CC(F)(F)F)c2cc1OC,0.865032856,-9.1,0.958437177
Fc1ccc(Nc2ncnc3c2=C2OCCOC2S-2#COCC2OCC=3)cc1Cl,0.865043212,-9.1,0.958446524
CC=CC=CCC(=CC=CNOCOCC)C(C#N)=CNB=CC=COCO,0.840676128,-8.8,0.958451103
COC(O)C(CCC1CCOCC1)c1cncnc1NC(C=CCl)=CCF,0.857308056,-9,0.958462609
CC(CN1CCC(C(N)=O)C1)=C1CNC=NC1Nc1ccc(F)c(Cl)c1,0.857363615,-9,0.958512304
Cc1ccc(O)c(O)c1C=NCC(=O)NCC1=CCC=CC1,0.831911112,-8.7,0.958558015
COC1=CC(=NC=NCNc2cccc(Cl)c2)CC=C1OCCCN1CCOCC1,0.840816551,-8.8,0.958574273
COc1cc2ncnc(NC3CC3CC3=CC=CCP-3)c2cc1OCCN1CCOCC1,0.857473019,-9,0.958610165
COc1cc(B-O)ccc1-c1cc2c(NC(C)C3(C)C=CC=CC3)ncnc2s1,0.872671873,-9.2,0.958658747
CN(C)N=Cc1c(N)ncnc1Nc1ccc(NCc2cccc(F)c2)c(C=N)c1,0.898842285,-9.6,0.958659775
CC(C)Oc1cc2ncnc(NC3=CC=C=C=C3)c2c2c1OCCO2,0.865321074,-9.1,0.958697315
Bc1ccncc1CNc1cc2c(NC(C)(C)C)c(C#N)cnc2cn1,0.892861012,-9.5,0.958720951
BrC1=CN(C2=NC=NC3C=CCC(CN=C-CI)=C23)C=CC1,0.841001607,-8.8,0.9587366
COC1=CC2(CF)N=CC(C=CN2)C=C1C1CCN(C=N)CC1,0.841033567,-8.8,0.958764635
CC(C)NCC=CC(=O)NC(=CC1=NCC(N)=C1)OC1CCOC1,0.841047279,-8.8,0.958776663
CC(C=C1COCC(=O)N1CCCN1CCCCC1)C1=CC(Br)=C1,0.832179078,-8.7,0.958790586
C=C1NC=Nc2sc(CC3=CC(C(N)=O)=C-CC3)cc2-c2ccccc2C(C)N1,0.841070958,-8.8,0.958797435
CNCCN1C=CCN2N=CN=C(Nc3ccc4c(cnn4C4C=C=CC(F)=C4C)c3)C2=C1,0.849568426,-8.9,0.958799966
COCC(C)=C1C=NC=CC(O)=CC(NC(=O)Nc2ccccn2)=C1,0.832216812,-8.7,0.958823337
C=CC(=O)NC1=CC=COCC2(N=CC=CC2Br)NCC1,0.865537266,-9.1,0.958892454
CC1=NCN(c2cccc(C=O)c2)NSCC=NC=C1,0.87297388,-9.2,0.958933674
C=CC(Br)Nc1ncnc2cc3oc(=O)n(CCCC(=O)OCC)c3cc12,0.886721827,-9.4,0.958936151
COCC(=Cc1c(OC)ncc(CO)c1Nc1cccc(Br)c1)OC,0.872994335,-9.2,0.958952295
CC=CC=C(Br)CNc1ncnc2c1C=NC(C)CCC(OC1CCOC1)=C2,0.832410239,-8.7,0.958991228
CC1=CC=C(C)N(c2nccc3ccc(cn2)cn3)C1,0.84131045,-8.8,0.959007527
C=C(N1C=CC=CC1O)C1(O)N=Cc2ccc(O)cc21,0.865687366,-9.1,0.959027943
O=COSC(C=CCNC1CC1)NC1=CC(=C(Cl)N=S-c2ccc(F)cc2)CC=C1,0.81347161,-8.5,0.959028444
C=CNCC=CC(=O)NCC(=CC=NC=NC(F)Cl)OCC(F)(F)F,0.857963107,-9,0.959048571
CCC=C(Cl)C1=CNC(=O)NC2C=CCOc3c(cnc(C(=O)NC)c3C1F)C2,0.857988301,-9,0.95907111
CC1=CC=CCc2c(NC=C(CN=NC=N)C(=O)O)ccc(c2Cl)OC1,0.858038685,-9,0.959116184
COCC1OC2=CC3=NC(Nc4cccc(Cl)c4)CN3C=C2OC1COC,0.849985831,-8.9,0.959169837
COC1=C(OC)c2cc3c(ncnc3s2)NC(CO)(c2ccccc2)CC=C1,0.873238373,-9.2,0.959174464
CC1COCCC1CCOC1=C2OCCOC2=CC(C2=CC(F)=CC2)C1N=CN,0.841527174,-8.8,0.959197659
O=C(O)C#P1C=C2CNc3c(Nc4cccc(Br)c4)ncnc3OC2=CC1,0.850040599,-8.9,0.959218371
COc1cc2c(cc1OC)=C(N-CNN-C=CC(Cl)=C(C)F)P(#N)CN=2,0.850040613,-8.9,0.959218384
COCCOc1cc2c(c3c1OCCO3)=C(Nc1cccc(OC)c1)NBN=2,0.850040616,-8.9,0.959218387
C=C=CC1=CC2NC3C=COC2CC(COC)OC(=CC=NC=N3)C1,0.85004062,-8.9,0.95921839
COc1cc2c(cc1NCC1=C(F)C=C=C-C1)=CN=S-N=2,0.850040648,-8.9,0.959218415
CNC1=CC=NC(C(N)=CC=CC2=NC3=C=CC=C32)=NC1,0.865959441,-9.1,0.959273545
O=C=CCCn1ccc2c(Nc3ccc(Cl)cc3)ncnc2ccoc1=O,0.86602619,-9.1,0.959333801
NC1=NC2=C3C=C(CCc4ccccc4)NC3(N1)C(CBr)=CC=CN2,0.841704192,-8.8,0.959352965
CC=C(Cl)C(F)=CCN=C1CC(OCC(F)(F)F)=CC=N1,0.866062536,-9.1,0.959366612
N=NC=CC=NCC(=CC=Cc1nc2ccccc2s1)CO,0.873490345,-9.2,0.959403866
CC=C(C=C(C)Cl)C1C=C(O)C2NC(C=CC=NI)C=CC2CN1,0.850254,-8.9,0.959407488
CC(Cl)CNC(Cl)NC(=O)COCNc1ccc(OO)cc1,0.899642496,-9.6,0.959410096
C=CC(=O)NC(=C)C(=CCC1=NC=NC(Nc2ccc(Cl)c(CCF)c2)O1)COC,0.850259612,-8.9,0.959412462
C=CC=CCC=C(C=O)CNC(=O)Nc1ccccn1,0.850259615,-8.9,0.959412465
CNC(NC)(NCC=C(C=O)C(CO)=C1CC=CN=C1O)SCBr,0.850259633,-8.9,0.95941248
O=C1OC=Cc2ncnc(-c3ccc(F)cc3)c2C2(P)COCCN12,0.873504704,-9.2,0.959416939
COC1=CCC(=NC=NC#S(C)(C)c2ccccc2)C=C1OC,0.832928495,-8.7,0.959441112
C=C=CC=CCNC(F)=CC(=O)NC=C1C=CCC(N2CCN(O)CC2)=C1,0.823687302,-8.6,0.959472382
CN(C)c1ccc(CC=C(C=CNCN)Cc2cccc(Cl)c2)cc1,0.83297326,-8.7,0.959479975
C=CC(=O)Nc1cc2c(NC3=C(F)CC(Cl)=C3)ncnc2cc1OCCCN1CCOCC1,0.850379707,-8.9,0.959518895
Cc1ccc(Nc2ncc-c3c2=CC2COCC4=C(C=3)OCC(=O)N4CCCN2C)cc1Cl,0.823776092,-8.6,0.959548607
CC(=CC=C=N)c1ccnc(Nc2cccc(OCCn3ccnc3)c2)n1,0.858534217,-9,0.959559519
O=COCCOC1=CC2=NCC(N3C=C(Cl)C(F)=CC3)=CC=C2NC1C=CCN1CC(F)C1,0.833119495,-8.7,0.959606931
COC1=CC(C=NC=N)C(=CN2CC=CC(Br)=CC2)C=C1B-O,0.823845705,-8.6,0.959608371
CC1COCCN1CCC1=Cc2cncnc2NC(C)(c2ccccc2)C1C=CO,0.842030332,-8.8,0.959639122
C#Cc1cccc(Nc2ncnc3c2=C2OCCOC2=C(O)CCOCC=3)c1,0.842068553,-8.8,0.959672659
N=CN=C1C#S-2OCNN3C=CC(F)(COC2C=C1)C(Cl)=C3,0.850561268,-8.9,0.959679808
CCOC(=O)CCCN(O)OCC1=CCC2=C(Nc3ccc(F)c(F)c3)N=CN=P-2C1,0.85057547,-8.9,0.959692396
CCOC(=O)CCNC(C)OC=C1C=CC(C)(C)C2CC=CCN2C(C=C=N)N=CN=C1,0.833226797,-8.7,0.959700091
CN=CC1C=NN1C=C1C=NC=C(C#N)C1NC1CC1,0.850585526,-8.9,0.959701308
C=c1ncncc1=C(CNCC=C=C(O)CNC1CC1)OC(F)F,0.814275587,-8.5,0.959710492
CC=C(C=CCC)C(=O)Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1,0.842130489,-8.8,0.959727005
C=C=C(C)C=CCC(=C)NC1C=CN(c2nccc(-c3cccnc3)n2)C(C)=C1,0.842130553,-8.8,0.959727061
C=C(NC1C=C-C(Nc2nccc(-c3cccnc3)n2)C(C)=C1)c1ccccc1C=O,0.842130556,-8.8,0.959727064
COCC1=c2c(OCC3=C=C(OC)C(OC)=CC3)ncnc2=CC1OC,0.858742317,-9,0.959745714
O=C(NC12CC3CC(CC(C3)C1)C2)C1=CC=CNCC=C1,0.850638662,-8.9,0.959748403
C=CC1(O)C(C=N)=CC=CNC(C=NC)C1C#COCC(=O)NCCCN1CCOCC1,0.858776078,-9,0.959775923
C=C1CNCC(CN2CCOCC2=O)=CC=NC=NC(NCC=CCCl)=CC1OC,0.858787916,-9,0.959786515
COCCNCC1=C(c2ccc(F)c(Cl)c2)N=CC(=COC=O)C1,0.850682356,-8.9,0.95978713
OCCCCc1cncc(C2=CN=CN(c3cccc(Cl)c3)C2)c1,0.850682374,-8.9,0.959787146
COCCOCC1=CCC(=C(Br)P-Nc2ccccc2)C=S-1,0.850682387,-8.9,0.959787158
C#Cc1cccc(Nc2ncnc3cc(OCNOC)c(OCCOC)cc23)c1,0.90011415,-9.6,0.959852381
C#CC(C=CNC=NC=NCC=C1OCCOC1=COC(C)COC)=C1C=C1C,0.833416289,-8.7,0.959864616
C=CC(=O)NC1=CC=C2N=CN=C(OC)S-C(C=CC=C(C=CBr)N2)NCC1,0.850806133,-8.9,0.959896838
CCc1cc(C=C(C#N)C(=O)O)cc(CSc2ccc(C)cc2)c1O,0.833456791,-8.7,0.959899782
CC1=CCN(C2=C(CC3=CC4N=C(N)N=C4N3)CC(Cl)=CC2)CC1,0.866656135,-9.1,0.959902514
C=CC=C(CC=CBr)C(C#N)=Cc1ccc(O)c(O)c1,0.833462141,-8.7,0.959904428
Cc1ccc(C(=O)C(C#N)=CC2=CCOCC(O)=C2)cc1,0.814517115,-8.5,0.959915427
COC(=Cc1cncnc1Nc1ccc(Cl)cc1F)CCOCCCN1CCN(C)CC1,0.858950098,-9,0.959931633
O=CCNC1=CC=CC2C=C1C(CO)=Cc1cncnc1N2,0.824253596,-8.6,0.959958578
B#CC1CCOCC(=CC2(Nc3c(F)cc(Br)cc3F)CC=NC=N2)CCCC1=C,0.842457366,-8.8,0.960013843
CC(NC1=CC=CCNC1=C(C=CN)c1cccnc1)c1ccccc1C=O,0.85905403,-9,0.960024633
C=C(O)C(O)=c1cnc(C(=O)NCCc2ccccc2)cc1=CBr,0.859054055,-9,0.960024655
C=C=NC=NC=CC(C=CCN1CC=CNC1O)=C(C=O)OC,0.859054103,-9,0.960024698
COSC(=CC=NC=NCNc1ccc(F)c(Cl)c1)CF,0.866825699,-9.1,0.960055609
C=C(Cl)C(NC=NC=NBC1=CC=C1)OCc1cncc(C)c1,0.866833309,-9.1,0.96006248
COC1=CC(C=O)=CC(S)C1=CC=C=NC=NCNc1ccccc1,0.824376388,-8.6,0.960064013
COCCC1=C(OC)C=C1C(=NC=N)Nc1ccc(OC)c(OC)c1,0.824376841,-8.6,0.960064402
C=C1C=CC=C2B1C(C(OC)=C(C)OC)CN=CN=CN2CC,0.85100744,-8.9,0.960075272
CCOC(=O)CC1=C(CNc2ncnc3cc4oc(=O)n(CCOC)c4cc23)C(O)=CC1,0.874262961,-9.2,0.960107348
COCC=CC(=O)NC=CC=C1CC(Nc2cccc(Br)c2)=NC=N1,0.874322432,-9.2,0.960161502
O=C(NC=CC(=CC#COC(F)(F)F)S-1=CN=CN=C1)Nc1ccccn1,0.874322531,-9.2,0.960161593
CCOC(C)OC=CC=NC=NC(=CSC1=COCCO1)Nc1ccc(C)c(C#N)c1,0.874322544,-9.2,0.960161604
CCOC1=CCN(C=CC#CC(I)OCOBr)C=C1OC,0.87432259,-9.2,0.960161646
CONC1=CC=C(NC=CC=C(C)F)N=CN=C(C)C2COCCN2CCCO1,0.866962083,-9.1,0.960178751
CN(C=O)CCC1Cc2cc(ccc2F)NC=CC=C(C=NC=N)N1,0.866962096,-9.1,0.960178762
C=C(Cl)C=CCNC(F)=CPC(OC)C1OCCCN(CC)CCO1,0.866962147,-9.1,0.960178808
COc1cc(C=O)ccc1C1=CC=CN(C2=CC=C(F)C2Cl)N=CCS1,0.874344284,-9.2,0.960181401
O=C1NCS-N(Cc2cccc(Cl)c2)C1C(=O)Nc1ccccc1,0.894449284,-9.5,0.96020029
CC(=O)N1N=C2C=CC=CC(Cl)B=CC(=CC=CC=O)C1C2,0.859293449,-9,0.960238877
CCC1=NC=CC2(C=C=COC=O)CNC(NC(C)(C)C)=NC12,0.867081521,-9.1,0.960286595
COC1=CC2=NC=NC(N3C=CC=C(F)C=C3)=CC2=CN1C(=O)C=CCN(C)C1CC1,0.815007034,-8.5,0.960331173
NC(C=CC=CCN1C=NC=CCCSC=CC1)c1ccccc1,0.87452846,-9.2,0.960349115
NS(=O)(=O)c1ccc(NC2=NCC(=C(Cl)NC=C3C=CC=NC3)S2)cc1,0.867158065,-9.1,0.96035571
CC=CC(COC=NC=NCNC1C=CBC(Cl)=C1C)C(F)=CO,0.859466675,-9,0.960393896
Fc1ccc2c(c1)CNc1c(NC3=CC=CC3c3ccccc3)ncnc1O2,0.881629165,-9.3,0.960413818
COCC(=O)CC=C(OC)C(C=C(C)O)C=C1CC(=S)C=NC1NCc1ccccc1,0.859534631,-9,0.960454711
COc1cc2nccc(COc3cn(C)cc3OC)c2cc1OC,0.881675663,-9.3,0.960456502
COc1cc(N2N=CC3C=C2C=C(OC=N)C3OC)ccc1-c1nc2ccccc2s1,0.834115828,-8.7,0.960472063
BN-C1=C(C=NC=NC=CC=c2cnccc2=C)CC=C(OC)C1,0.843004914,-8.8,0.960494378
COc1ccc(C2=NC=NN3C=CNC4CCC(NC4)C(N)=C23)cc1Cl,0.843030518,-8.8,0.96051685
CC=CC=CC(C)NC=c1c2ncnc1c(-c1c(OC)cc(C(=O)OC)cc1OC)s2,0.874715181,-9.2,0.960519153
C=c1cnn(Cc2cc(F)ccc2C)c1=CC=NC1=NC=NC1N,0.874715187,-9.2,0.960519159
C=C(CF)c1cc(C(=NC=NSC)NC(C)C2=CC=COC2)cs1,0.874715208,-9.2,0.960519178
CC1CN(C)CCN1C(=O)OC1=C(OC=N)C2=C(Nc3cccc(Cl)c3)N=CC2C=C1,0.859624831,-9,0.960535434
C1=CCN(C=NC=NC=C2NC=CO2)C2=C(CC=C2)CC2=NCC(=C1)S2,0.859624875,-9,0.960535473
N=CN=CC=C(CC1=CC=C1Nc1ccc(F)c(Cl)c1)OCN,0.834246182,-8.7,0.96058527
CC(=CC=C1COCCO1)N1C=CC(OCc2ccccc2)=CC=CC2=CC=CCN1N2,0.851585072,-8.9,0.96058732
C=CC(=O)NCCP-CCN=CC(C#N)=CNc1cccc(Br)c1,0.834249274,-8.7,0.960587956
C#CC1=CC=C(N2C=NC(C3C=C(OCCOC)OCCOC3)CC2)C1,0.859701268,-9,0.960603841
CC1=S(C2N=C(N)N=C2NC(O)CCc2ccccc2C)CC=CC=CN=C1,0.867434338,-9.1,0.960605179
CC(=CCc1c(F)cccc1CC1=NN1)Nc1ncnn2ccc(COCC3CNCCO3)c12,0.867454941,-9.1,0.960623784
CCCCN1CCCNc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3cc21,0.901004206,-9.6,0.960687093
CCOC(=O)CCCN(C(=O)OO)c1ccc2ncnc(Nc3cc(C)cc(C)c3)c2c1,0.901004207,-9.6,0.960687094
ClC#CCNC1=NC=NC2=CC(OCCCN3CCOCC3)=C3OC2COC3=C1,0.901004223,-9.6,0.960687109
C=C1C=CC2C=NC(=CCC=CC(C(=O)NCCNC)=C1)CCNC=CC2,0.8251448,-8.6,0.960723905
N=C1C=C2OCCN3CCOCC3CC(Cl)=CC=C(CF)N=CC1=C=P2,0.825149035,-8.6,0.960727542
COc1cc2c(Oc3ccc(OC)c(OC)c3)ncnc2cc1C,0.895021745,-9.5,0.960733573
CCCNC1=C(C(=O)Nc2ccc(NCC=O)cc2)CNC=C1,0.851787275,-8.9,0.960766583
N#CC(=CC1=COC=CC=CC=CSCC=CC=C1)C(N)=O,0.851787359,-8.9,0.960766657
OOC1=CS#CC2=CC=C=C2NCNC=CCC=CC(Cl)=CN1,0.85989557,-9,0.960777737
CN1CCN(CC=CC=CNCC2=CC=CNC2)C(=O)C1,0.843355472,-8.8,0.960802069
NNc1ncnc(-c2ccc3nc2C3)c1C=NN1CCN(CCO)CC1,0.90113236,-9.6,0.960807286
CCOC(=O)CCCn1c(=O)oc2c1=CC(=CNc1ccc(P-C)cc1)C(=NC=N)C=2,0.85184971,-8.9,0.960821936
O=C1CC2=C(CC3=C(c4cccc(F)c4)N=CNC3=C2)N1CCCN1CCOCC1,0.851849744,-8.9,0.960821966
CB-C1=C(C=O)CC(C)C2(CONCC=C=P-C=CC=CN=CN=CS2)C1,0.859984218,-9,0.960857078
C#CC=C1CN2C3=C4C(CS-C=C(CN)CC=C13)c1cccc3c1N4C(=O)OC32,0.8677448,-9.1,0.960885538
B-Oc1cc2ncnc(NCC3=CC(OC)C(O)B=C3)c2cc1OC,0.860029773,-9,0.960897851
O=CC=C(CO)CC1=CC=CN2C(=NC=NOCC2c2ccccc2)SC1,0.860029833,-9,0.960897905
CC1OC#P-C=NC=NC(Nc2ccc(F)c(Cl)c2)=C1C1=COCCO1,0.860029851,-9,0.960897921
CC1=C(Cl)C#P-CC1Nc1ncnc2ccc(C)cc12,0.860029866,-9,0.960897934
CC=C(COC1=CCOC2CC=C(NC1)OC2N(C=O)CCCC=O)OC,0.851940449,-8.9,0.960902385
COc1cc(C2=C(C3=CNC=CC=CCC3)CNC2=O)cc(OC)c1OC,0.860080668,-9,0.960943404
COC1=CCC(=C(Nc2cccc(Br)c2)C2=C(O)N=C2O)C=C1OC,0.834690821,-8.7,0.960971454
N#CN=C1C=NC(NC(=O)C=Cc2ccccc2)=CC1=CNc1cccc(Br)c1,0.834690831,-8.7,0.960971463
C=C1C=NOC(NCSNc2cc(OC)c(OC)c(-c3ccc(OC)nc3)c2)=C1,0.834690837,-8.7,0.960971468
CC=CC1CNc2ncnc(c2C=COC)C=C1OC,0.843557224,-8.8,0.960979164
CC=CNN=CN=Cc1ccc2c(cnn2C(C#CF)CCNCC)c1,0.860151739,-9,0.961007015
NC1=CC=C=CC1CC1=CC=C(Nc2ccc(F)c(Br)c2)CN=C1,0.852144191,-8.9,0.961083028
CC=CCN=C(Br)C=CCNC(=O)C#CCN(CCC)CCC,0.867980278,-9.1,0.961098196
COC1=CCN(O)C(C=NC=NCNc2cc(C)ccc2N)=C1C,0.860311786,-9,0.961150268
CCC12C=NS-3=C1C(P)(NC1=CC=C2CC1C=O)C1CN(CCO1)C3,0.860321361,-9,0.961158839
C=CNC12C=C(NC(=O)C=C)C(OC3CCOC3)=CC1=NC=N2,0.843766226,-8.8,0.961162634
C=C(OC)C(=Cc1cncnc1NC(=CC=C(F)CCl)CC)OCCCN1CCOCC1,0.868053996,-9.1,0.961164772
Nc1ncnc(NC=P2=CC=C(OC3=CCC=CC3)C(Cl)=C2)c1C(=O)O,0.868054036,-9.1,0.961164809
C=C1N=CN=CC=C(OCCOC)COOC=CC=CN1,0.868054046,-9.1,0.961164818
O=C1CC=C(OCC-2C=C(Nc3ccccc3)N=CN2)CN1CCCN1CCOCC1,0.868071992,-9.1,0.961181025
C#CC(=CCC(O)=CCNCC=C=NC=NCNC=C1C=CC(Br)N-C1)OC,0.843790443,-8.8,0.961183893
COSc1cncnc1CNC1CC1C=C1C=CCN-C1,0.843806533,-8.8,0.961198018
CC1=C=C(C(C)ON(O)CN2C=C3C-C=CC=C3C2)C1,0.860406762,-9,0.961235281
C#CC(=CC=NC=NCN1C-C(C)=CC(F)=C1)OBCn1ccnn1,0.843854845,-8.8,0.96124043
O=C1CCNc2c(Nc3cccc(Br)c3)ncnc2O1,0.889215236,-9.4,0.961242258
COC1=CCC=C=C1c1cc2c(Nc3ccc(F)c(Cl)c3O)ncnc2s1,0.875516978,-9.2,0.961249382
CC1CCCC23COC=CC(=NC=N2)C1CCC(=O)NC=CC=CN3,0.843894513,-8.8,0.961275254
C=NC#CCC=Cc1ccnc(Nc2cc(NC(=O)c3ccc(C)cc3)ccc2C)n1,0.868256102,-9.1,0.961347304
O=C(C=CNc1nccc(-c2cccnc2)n1)NC(Cl)Sc1ccccn1,0.868256126,-9.1,0.961347325
C#CC=CC=CC(NC)C1=C2OCCOC2=CC1(N=C=P#N)OBC1OCCC1=C,0.860564132,-9,0.961376146
COCCOC1=CC=NCC(NCC=C(CF)CCl)=CC=CNC(=O)C=C1,0.852489243,-8.9,0.961388981
Fc1c(Cl)c2cnc1n2-c1ccc(CN2CCCC2)cc1,0.901772261,-9.6,0.961407469
OC1=NCCC(C=NC=NCNc2ccc(Cl)cc2F)=C1COCC=CCN1CCCC1,0.844058153,-8.8,0.961418915
CC12C=C(C=C(COC(F)(F)F)NC(=O)PNc3ccncc31)CN=CN2,0.835218849,-8.7,0.96143013
C=CC1=C(OCOCO)C=CCC(C2=CC=C=S=C2)Nc2ncnc3sc1cc23,0.868378816,-9.1,0.961458136
CCC=C1C=C(NCBNOCC=O)C1COc1ncnc2sccc12,0.852676634,-8.9,0.96155515
C#CC(=CC)N(C)C1=NC=NCC12CC=C(OC)CO2,0.835363953,-8.7,0.961556188
O=C(N-c1cc2ccc(O)c(O)c2cn1)Nc1ccccc1,0.895914336,-9.5,0.961565168
CC(C)(C)c1cc(NC(=O)Nc2ccc(OC3=C(NS)B=C=N3)cc2)no1,0.882930851,-9.3,0.961608862
B#CN1Oc2ccccc2N=C1CC(N)=NC=Cc1cnn(C2CCN(C)CC2)c1,0.860910797,-9,0.961686472
COc1cc2c(cc1OCC1CCN(C)CC1)=NCC=2,0.860918784,-9,0.961693622
CN(C)N=Cc1c(N)ncnc1NC=CC1=CCC=N1,0.883060248,-9.3,0.961727674
C#CC1C=CN2C=NC=NC=CCOCCOCCC2=C1,0.844421025,-8.8,0.961737507
COCCn1c(=O)oc2cc3ncnc(NC4=CC=C4F)c3cc21,0.883116754,-9.3,0.961779558
Brc1cccc(NC2=C3CC(=N2)N=C3NCCc2ccc3ccccc3c2)c1,0.868772548,-9.1,0.961813766
Fc1cccc(CC2C=CC3C2=C2CN3C=NC=N2)c1,0.868772564,-9.1,0.96181378
COC1=CC=C2C(=NC=NN2C2=S3C(=Nc4ccccc43)CC=C2C)C1OC,0.868772564,-9.1,0.96181378
ClC1=CC=C(CN=CN=C2C=CC3=CC2C#CO3)C=S-1,0.844512702,-8.8,0.961818002
N#CC1=CN=CC2C=CC(=CC2)NC=NCC1Nc1ccc(F)c(Cl)c1,0.844512716,-8.8,0.961818014
